F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,target
-3.0269497504878125,78.11141520800595,-374.11433317031623,70.23447774711059,47.055427638337385,-132.5308657723929,-650.3973692043778,209.9663409483443,9.21649784191992,152.95809513840695,239.462396665121,-116.98075393551795,21.669077694165452,31.15233392997908,-70.34334096472314,48.442534757760406,7.248523007297132,-56.08262092748625,209.01317590633522,-134.51080444172575,2
10.666064615272067,38.688616383306034,0.982881836403761,-90.16368880927168,-209.1678390748412,-15.156554276745604,-64.16488281340912,157.4973063671217,-147.04602358069704,443.664845374066,-10.807824041441364,-214.02478318087557,-25.27074697571496,-37.412224945500554,-40.70501606416038,137.4107397909256,10.278975759443474,55.81204073362386,176.72497217942467,-99.2762758082981,3
12.889724046484247,6.537805532411791,-7.172982006798388,13.354590025442446,-104.68878032949227,14.148795536038191,-47.564562774159604,-83.61777008147084,-127.0937601135227,-155.73708026722207,-90.7899468309238,69.01681077579666,-17.877942018944772,-3.7059839715879423,73.79677724553893,80.63668337726796,9.66714309914133,95.6589379081511,-40.10812556184999,-242.79691177012228,2
-13.518929025418473,93.87504455998054,-93.38471006914831,-20.934313389127947,-21.779267119092424,21.189977006859536,97.75332118200345,-71.05134040925314,89.12839559472361,-80.57848337980083,61.025498134458424,49.643950198371584,-11.838531479418702,6.372737663453589,-12.364559451898392,82.4278109208355,5.176107159329104,3.0567360652178874,474.8340284548176,-18.94366654954745,1
-1.892681553114358,-0.6309515390929439,-61.20862700069028,-34.865905353592076,-12.53587160122939,-12.747138462886449,-95.40547863768884,-13.823229879063813,-48.15202328192676,95.98829074310656,161.286660731422,89.09231201205583,2.923745693222673,3.1474851159525037,-108.13380715503328,62.71818742721774,-4.398724734438744,-43.23552101942211,207.72480188240078,208.72710495713775,1
-2.2952735660478876,-37.026181646520776,-173.41873449463034,71.67525515238749,149.72457896222457,-16.439988777317403,-25.826680558335887,-155.8702065822,-10.526141235932021,-191.891427639315,195.4471226568886,255.25048408814294,-0.472730422302943,10.496907454275693,-22.305006406059793,-4.607080328065562,-3.6924315631344737,58.82539261519778,-63.23918056687395,-13.163314641250189,2
-8.774165950746774,-35.97541916420053,-251.0079152021145,75.09570375445647,140.40714076351003,-41.998021785887445,-110.10273026916708,-31.873706893656138,24.873401850227346,-95.72693345172527,200.11192943120088,195.44060041516892,6.203312424290625,28.29925887661578,-38.27186551592429,-26.011121319934983,5.521878550998117,-21.382251829537182,147.96190657919993,-116.73655149058098,2
11.137786624434264,-123.35019854102258,-97.02891416498407,-13.113674913638015,0.754807254597029,7.150734122225337,-205.90712506141676,78.27756445165882,45.12448168724592,-95.82244693574526,-189.98181467769598,48.24522560953816,-11.643756168282442,-9.825029028976072,73.75230871121308,10.12868066794767,1.4269120040579648,136.25292328211026,-171.52582933444336,-290.94660038292665,1
0.022249792855839785,-70.35341035274267,200.25419383481272,-39.23614449307972,16.32857437901599,-5.0407309407267356,92.16523903855304,81.65172675311456,-120.63833331660028,75.7527235999907,147.39172036729437,74.45356413403982,19.40076037762213,-21.42253181842953,-101.25501938613705,17.124808726598168,-3.4990375538584284,-32.69638792521274,-161.2217830829902,394.80328293763745,1
10.147475292293864,-90.3754727088389,62.971841693259606,-95.9377309059567,-203.3987420914948,-8.622446892293294,-130.6011052127088,178.55067381033297,-165.28235105964768,303.27626350709295,-6.993396441373533,-117.04514158387042,3.5021281594518148,-33.481502300483484,-35.41186703245202,135.54346238444074,17.54497360788578,-0.9381064813248648,198.63751456319352,-50.26210081201317,3
