date,text,user/id,user/name
2023-09-15T03:56:38.000Z,"The outlet in Nugegoda is terrible. Not sending the deliveries on time. when placing the order, I asked for source to be separate but  didn't arrange for it. I then made a complaint and asked them to send it again. I got it after 1 1/2 hours. They delayed it by purpose I believe. Disappointing and terrible customer service☹️☹️👎👎",3f950a66a65bc31bcb9f76bfaeb25f5bbf60e7a79af1242004a98e0d353f6cf3,9aa68cfdb5e9231f14f7c5098fee94f99e59993791d21832f83efe280e0b571e
2023-09-15T19:42:05.000Z,We didn’t eat this we throw this to duspin.this crispy burger is different and it’s not cooked same thing happens to rice this is for pregnant mother don’t do like this the outlet is not answering the phone😔😔,30ae350542e84e10d43998313e2833a6ba44c2bbc05dea974126b6a96b4aac60,6d39db2d3639841ed49bde0a3657e7dc9a6d2801ab5ba239ec4538e186a06926
2023-06-02T16:16:25.000Z,I made an order today and I had to be waiting for 2 hours to receive the nevermind the delay I have been calling McDonald's contact centre and outlet every time they kept on saying in 10 minutes order will be delivered.None of them cared to find out where the rider was even.Two hours waiting and about 6 calls made untill the last call which made me shout at them none of the agents cared to give a helpful service.Poor customer assistance specially at Welisara outlet and contact centre agent should be more helpful.,ed3c46885cb5117d8cced8bc5a9b61e1c71347b03941777cf47b11eb342685d7,76e2cbaf54db202d7128581b24abde4228f7bf65a0e40b13a289b334fd96c4a4
2023-05-08T14:40:38.000Z,worst customer service ever 😡,9ca9d18e6a177cb50144e424252339a2bc36893276e6137320322384ddb18adf,a838ba1069854ce3ed3d6d7a18dafaa62b34dc46eb5ebef14c998443d6afffa5
2023-05-06T11:39:26.000Z,"McDonals Sri Lanka, in general does not deliver good food for the price that the customers paid for. They have increased the prices and dropped the quality and the quantity of the meal. No satisfaction at all with the food we get to eat for the price that we paid. Does not recommend to anyone to buy from McDonals.",b4b2e6188f727101e7b2097100de4dfa345a525dd97d3c6a5510ac587bb00743,f26148e5f27721fbee260ce70d53c8a44801d67f01365d6243a142eb635cd564
2023-05-20T10:35:35.000Z,Today we visited to Mc donels Rajagiriye and ordered Mc rice and Mc spicy burger. The foods were worst.  We complained to manager also and we couldn't eat.,ae92b3708963cb32111fa490bf622e6894f6f38626368ffaaa80e1aff103f836,07210b9432eec1493fbc5a24638b66b773c6df4877ede4a7aa929c98b258efd0
2023-05-30T17:05:33.000Z,This is what you get for 3000Rs. Never order from these rip-off companies. You lost a loyal customer today..,1b530d277191f37a86f7ceeae0d27a4238e9edb98a3d1f1851fbc263cf7225d3,8854ef44b675cab5bf557702706a15e92bc9a9430c897ec41ba22bfab53e4a01
2023-04-10T04:59:33.000Z,This has been my experience with your products. The quality is way below propper McDonald's standards.,1d75788460553671b08156de9c48015d105d199be008855c6b2be12ff1877fc8,b307668d29d454eeb5788440a9b7bbe47ba4add896f1baaf8d6bba22f4ee7518
2023-01-23T16:48:29.000Z,"with much regret and disappointment I'd like to bring it you attention that I have experienced rude and disrespectful behavioral from one of your staff member , most importantly this is not the first time but I experienced this a month back too...

I asked from a guy who was wearing a green shirt regarding who that person is and he said that he is the operational manager . with much regret yet again I bring it you attention that he does not even know what is hospitality and doesn't have even have a little bit of knowledge in mannerism . 

It is frustrating to mention that the guy does not even know how to speak to a woman , where his speech is too harsh and arrogant ... 
I would also like to mention that earlier there was a proper mode of operation and management , the way that they handle the customers were highly admirable but now it seems that it is totally collapsed and there is no more politeness and friendly gestures but awful and horrible behavior . 
I hope that you would take this matter into your consideration ,look into this and make the restaurant a go to place for everyone as it was yet again .

Thank you !

(A Mc Donald lover)",fbf932d609281dd3c50300b3cfc685ffa91a5189392ee25fc597a9a19feaf88e,5c4aee0f9ae12f50cea65d0e6b86836f0916c99e1d29059301574f602731e2da
2023-03-10T18:47:11.000Z,"In the history of cooking, the first spark of creativity came with man’s discovery of fire.
Since then, home cooks and professional chefs around the globe have refined the craft of heat-based cooking with a wide range of tools and techniques.
By master chef mahboob",042cdb6263bd69e1819b1ec03e68fe595c8706d95d8338941c31011026a0b4a2,3136ee005330404bc5700ce5ac2f52046ed25b2290bfdbf5947476d360136e7f
