UserID,ItemID,Rating,Timestamp
ACFKCAG2XAE4R,B0001DQ5YG,5,1169337600
ASXP88VXB6ETF,B00020QJC6,4,1104105600
A3SRR8IB3NGHCG,B000F4C2AM,5,1188000000
AL55VIO45RK8F,B00006JI6X,5,1167782400
A1R4ZEXE3T5PW3,9985511476,5,1366502400
A33SQX4NRS36E3,B00005K47X,5,1398729600
A1YXFCOKRC0PBA,B00005S8KY,2,1044144000
A233FR5YJUXA04,B000H6YWQU,5,1180051200
AC554ZIYO3JRG,B0002TGKX0,5,1136592000
A3DKI9FRTJX7AH,B0009Y7APU,5,1362182400
A210YP53AVEKX8,3744295508,5,1366156800
A1UY481WZUT5B9,B0002KVQBA,5,1385769600
A36EQAAM0NUTZI,B0000DBJV5,4,1085616000
AH3DRO310KCU7,B00005Q7DI,4,1042416000
A3A1E05J5PXADW,B00005N6KG,2,1388448000
A1JRLITJT3W1WR,B00004Z7H5,5,1127174400
A1MAMFK51C0UPM,B00093IIRA,1,1210204800
A3B2V6V0ZLIK19,B00007KVHK,1,1067472000
A1LIMNJ135FC64,B000812QC6,3,1325203200
A1DXVGXYNUS5NX,B0002CPBWI,5,1268438400
A2WBLVAOBBIV7J,B000BMPWN2,5,1142985600
A142J158282GLK,B000HDJY70,5,1258243200
A2JIM4RF3U1XOQ,B00005S0M5,5,1022284800
A3CIONA9DQPP5E,B000E7A9ZK,5,1167609600
A25MRVI1HJ4BUE,B0002P19PS,5,1393027200
A3V2YEAH7F7VXM,B000092YPR,5,1278547200
ACZ42G9BKAOF9,B000BMXJR8,1,1385337600
A2GO52H2SXQTQ3,B000I67Z5O,5,1176336000
A2RXSCR9SBJXZX,B000ENRQ3M,4,1311206400
A1957RB0QFJIH4,B0001FTVEK,5,1176336000
A160GNCP2T93DV,B0002KVQBA,5,1386201600
A22FJAJ2PPV8KU,B000F9YN22,5,1393113600
A1RE1I7R184TSA,B000GBCYF2,5,1364601600
A2D0CO1OA6DSWY,B000CLNHXY,5,1358899200
A22G2NDY42OU15,B000CRT07U,5,1249603200
AFB9S99M2RSW5,B0007WQ960,5,1389830400
A33SJOJMA35U77,B0007LJHVA,4,1185926400
A17RA6O20DBS1I,B0000645RH,5,1318896000
A1MSU8J5IFMD44,B00005NPWJ,5,1307491200
A18TA8ZI22OXS9,B00064NVBK,5,1199750400
A1V9KGU9PPU6JD,B000BWACX2,5,1238198400
A2I2DBR7UDHI3Z,B000FVDD30,5,1358985600
A3Q4TYJVAM4IRM,B00008OE6I,5,1072137600
A3N6ZI2E7JBWM1,B000652M6Y,5,1305417600
ALL7VBW9BKLTN,B0009S5HQA,5,1204243200
ADY00MBEP8ZYT,B00004ZD2Y,3,1333670400
A2A2SQAKBQE5Z2,B000GPZKXG,3,1257033600
A1JCZTWYO6SLRH,B000A5TAT2,1,1167868800
A5OZNH3JYHO0K,B00030097G,5,1206576000
A2VTJGB6USZN9F,B000FOYMKU,2,1204761600
A22CIN9SKBMN42,B0009W7NFY,1,1176940800
A1JHYXRIWK30O6,B00004ZC8Y,5,1389916800
A1SO4ZRSM1CIEA,B00005OBP2,5,1107388800
A29YAQSWCDJVFP,B00007EDM0,1,1115164800
A2MQBEZPW6L6KT,B0002CPBWI,5,1230422400
AAFXTFZF6CZK0,B0002BESI2,5,1284249600
AJ2KM16V827T9,B000062TT8,2,1025827200
AO313U8S0MKQ,B000BBCTHU,1,1142985600
A1U6175SAO9162,B00026HZ1E,5,1186704000
A2HWZ74FWKBQOY,B0001G6UCA,5,1165017600
ABH56J00EYHTG,B000GK8LVE,5,1243209600
A1WA5TNOS1W57O,B000FJEYZS,4,1220832000
A3MBZ263KDTOYJ,B00004U89X,5,1266710400
A2PPMFEODSC9YD,B0007M0VWS,4,1379635200
A361UTQPIMWKL3,B000F0ELOG,4,1387843200
A16S92GBW4G81R,B00012F6A6,5,1376006400
A2HZ7QF9FWEDXM,B00005NNCU,5,1000684800
A18XPVNK96CJBY,B000FKQ8LA,5,1237852800
A3MKYNPO8O1LCU,B000B7670E,4,1369612800
AOX84KTV2HK60,B000067SFP,5,1247097600
AOGLKGVGS3EVT,B000F28DP2,3,1363910400
AJY7667C0IHB2,B00006IJO4,2,1044662400
ADLK9EUJTGR1I,B000AMLXHW,5,1164931200
APL9USMI92WJT,B000A3IAKY,5,1138579200
A38BTF7V1CKMRV,B00006B8EC,5,1200873600
ABYJJQZJ3NIIV,B0000DF2LT,5,1181088000
A2N61X08FM8WCT,B000HPV3RW,5,1270252800
AZ5Y8PJL6XL37,B000H14IDC,5,1213488000
A2YYZTX0KP8PY7,B000F9JW9Q,1,1207785600
A1A8A641QAZTCY,B000A5TAT2,4,1168819200
A3LO8J3AWKQ9E0,B0000AB4P4,5,1165363200
ACNJMEA8VVEI3,B0007WRQQC,5,1363305600
A3JVFH5GLEN7M7,B000A49F7A,4,1397692800
A1BCD2XLA9EZ69,B00005V52C,5,1347580800
A17F1HX7RRZENY,B00065L5SK,4,1141344000
AX7TP7UL4SPSW,B000BP50AY,4,1155254400
A3THMGOY5EEXJ8,B000643912,4,1154217600
A2QJFD7WDJ4YAZ,B0002PWULK,5,1197504000
A2QGFR752Y8GSJ,B00004Z6JF,5,1283817600
A1L8LPX6R9CWB2,B000BTAS5W,4,1177372800
A214RK048M8QA9,B000BD35SK,2,1181260800
A2ZMT1JMXG4YBB,B00006RVPW,5,1384732800
A1K2C89WZXZSGB,B000EHYQAY,1,1321920000
A1KD8CHSA9ZFAO,B000FHQ3YK,4,1359244800
AQ8D2HPAVH1R,B00004TYBM,4,1198627200
A3L7H2XPDBZ0GJ,B00006JQ06,4,1232928000
A2RJUCCAPJKLXX,B000BZ1P4E,5,1141948800
A3F9CBHV4OHFBS,B00028CAJY,4,1105401600
A1D22CQ2VPMVXO,B00005LEN4,5,1256428800
A10T2Q0SMQBEVC,B0001DKLHS,5,1363996800
A1FDNQSAT70KUT,B00008VFBE,5,1357516800
ARLJU87QVV3T1,B0009WPSEC,5,1169424000
AQ1BZBI0TMTYI,B00004S9AK,4,965779200
A1XBRHFQRGA81L,B00011CNWG,5,1081641600
A2VDAMN3DB2P3U,B000CCF9UM,5,1183507200
A10P4T42VZFO8J,B000B85AGU,4,1203638400
AW9OWAEQXB9DE,B000BQ7GW8,5,1373760000
A309U607BY4KJA,B0007XJSQC,3,1364860800
ADYKX4ZWLS72N,B0009JR3RA,5,1359936000
AW06SUK3JP0TB,B000B525DY,5,1295136000
A12XQRX8K8EJZP,B000BNXZ0I,5,1192406400
ARJ1X083692QP,B00028ONIA,4,1404259200
A36XET0CM1HZSY,B000FQ245I,5,1312070400
ALAY8G5HE2JT0,B000FIVDIA,5,1180051200
A1EQ695VSSOJ8L,B000HJPK2C,5,1393718400
A2Q2Z3QVQN2FKR,B00000JHZQ,4,943833600
AY97P6LFG7FME,B0002ZW5W4,4,1298678400
AV1QZXZER06U2,B00006HYPV,4,1153353600
A1I4MGG1596SKU,B00011KM38,3,1375315200
A38U70P7G17CF8,B000F28DP2,5,1400112000
A18MUESUNHWI8R,B0002ZDIKW,1,1282694400
A2IVZQS1YBSW9R,B000136P8W,4,1379548800
A3AXYNJ18YRQ7N,B0002YE6GI,3,1142294400
AKHWZLV8HFIPS,B00030097G,4,1182902400
A15J1STWG5MSII,B000FHFPHG,5,1274140800
A2XU7PZCXAFB9U,B00006JQ06,5,1374969600
A39Q2VH11IKZVE,B000I1ZWRC,5,1177113600
A2K6B1UKFN5Z6D,B0009MFQ12,5,1122940800
A331UBLT23BJIB,B000BTL0OA,5,1252713600
A1WI307S3FVFRU,B0002D6QJO,1,1372118400
AQBADAPSE77I7,B000FD8MJS,5,1174521600
AOTKDK6HBQ333,B000HAOVGM,5,1163376000
A3I8Z6BHXOIBJP,B000EWHEM6,2,1163030400
A33KJGKTCQPOWS,B000ELOQGE,5,1165708800
A3VW5NBPZZAUE5,B00020S7XK,1,1307664000
A15258E5SZ7KAR,B00008OT2G,1,1072742400
A300QH8FOYTTLR,B00005QXYG,5,1017792000
A7A01Y50214JY,B00000JMO4,2,947980800
AHY9328MWR9KV,B00020H1TG,5,1146787200
A24ZMX6KBYLQD6,B0009MYSE8,1,1204934400
A1QHJCHVHQAP4I,B00005JG4M,2,1007769600
A2SB2JEOLP8WFI,B00005IBU7,5,995846400
A1CUW85RBDSBCN,B0002GDIII,1,1092441600
A3CMJQ6QM95XON,B000FKYQFA,5,1173398400
A1RZ3K1WJGL4NQ,B0002J1I32,5,1391040000
A31MQ4R1WNJ2A9,B0002L5R78,5,1256515200
A3W0WKUVYNYEMI,B0003QPY9I,4,1167868800
A1D5T8VGA4ZLIJ,B0002RVRUI,2,1276646400
A2X3QZGY90UZM5,B000069Z5U,5,1185580800
A2GHCO7AQPZFVU,B000A3XRSO,5,1232928000
A1D1MZ7IXHY034,B0002BEY22,3,1377820800
AFOFF7SB8SSMN,B0002V9IKK,5,1386028800
A109GTI56GTHDQ,B0002IOIMQ,2,1257120000
A2F7ZCMYI5KLD,B0002EQU6C,5,1296345600
AEVC1UFKFYC0Q,B00004SCX0,1,998870400
A1YN54Z8PZD3SA,B000IDC0K2,3,1360108800
A22WOITPKP3KHN,B00006B9H8,5,1190764800
